area_identifier,area_name_en,area_name_ms,person_name_en,person_name_sl,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P089/N36,Pelangai,Pelangai,Adnan Yaakob,Adnan Bin Yaakob,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Pelangai,,National Front,Barisan Nasional,UMNO,,,,,,,
P089/N36,Pelangai,Pelangai,Nor Haizan Abu Hassan,Nor Haizan Binti Abu Hassan,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Pelangai,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P089/N36,Pelangai,Pelangai,Zaharim Osman,Zaharim Bin Osman,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Pelangai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P090/N37,Guai,Guai,Ahmad Majdil Fauzi Abd Aziz,Ahmad Majdil Fauzi Bin Abd Aziz,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Guai,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P090/N37,Guai,Guai,Mohd Shahrul Mohamed,Mohd Shahrul Bin Mohamed,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Guai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P090/N37,Guai,Guai,Norolazali Sulaiman,Norolazali Bin Sulaiman,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Guai,,National Front,Barisan Nasional,UMNO,,,,,,,
P090/N38,Triang,Triang,Leong Yu Man,Leong Yu Man,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Triang,,People's Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,
P090/N38,Triang,Triang,Tan Tin Loon,Tan Tin Loon,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Triang,,National Front,Barisan Nasional,GERAKAN,,,,,,,
P090/N39,Kemayan,Kemayan,Manolan Mohamad,Manolan Bin Mohamad,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Kemayan,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P090/N39,Kemayan,Kemayan,Md Yusof Che Din,Md Yusof Bin Che Din,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Kemayan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P090/N39,Kemayan,Kemayan,Mohd Fadil Osman,Mohd Fadil Bin Osman,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Kemayan,,National Front,Barisan Nasional,UMNO,,,,,,,
P091/N40,Bukit Ibam,Bukit Ibam,Nazri Ahmad,Nazri Bin Ahmad,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Bukit Ibam,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P091/N40,Bukit Ibam,Bukit Ibam,Samsiah Arshad,Samsiah Binti Arshad,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Bukit Ibam,,National Front,Barisan Nasional,UMNO,,,,,,,
P091/N40,Bukit Ibam,Bukit Ibam,Zulkurnain Mohamad Ridzuan,Zulkurnain Bin Mohamad Ridzuan,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Bukit Ibam,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P091/N41,Muadzam Shah,Muadzam Shah,Osman A. Bakar,Osman Bin A. Bakar,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Muadzam Shah,,People's Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,
P091/N41,Muadzam Shah,Muadzam Shah,Ramli Awang Ahmat,Ramli Bin Awang Ahmat,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Muadzam Shah,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P091/N41,Muadzam Shah,Muadzam Shah,Razali Kassim,Razali Bin Kassim,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Muadzam Shah,,National Front,Barisan Nasional,UMNO,,,,,,,
P091/N42,Tioman,Tioman,Ahmad Sazili Mohd Nor,Ahmad Sazili Bin Mohd Nor,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Tioman,,People's Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,
P091/N42,Tioman,Tioman,Md Yunus Ramli,Md Yunus Bin Ramli,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Tioman,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,
P091/N42,Tioman,Tioman,Mohd Johari Hussain,Mohd Johari Bin Hussain,,,GE14 Candidate State Representative for Tioman,,National Front,Barisan Nasional,UMNO,,,,,,,
P091/N42,Tioman,Tioman,Mohd Zolfakar Taib,Mohd Zolfakar Bin Taib,GE14 Candidate for Pahang Assembly,,GE14 Candidate State Representative for Tioman,,Independent,Bebas,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,#REF!,,,,,,,,,,,,,,,,,
