area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P167/N01,Banggi,Banggi,Abd Mijul Unaini,Abd Mijul bin Unaini,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Banggi,,National Front,Barisan Nasional,UMNO,,,Autofilled,Autofilled,Autofilled,Autofilled,545de8605222837c2c05869e
P167/N01,Banggi,Banggi,Abidula Amsana,Abidula bin Amsana,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Banggi,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P167/N01,Banggi,Banggi,Abdul Nasir Jamaluddin,Abdul Nasir bin Jamaluddin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Banggi,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P167/N01,Banggi,Banggi,Kusugan Ali,Kusugan bin Ali,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Banggi,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,Autofilled,Autofilled,Autofilled,Autofilled,Autofilled
P167/N01,Banggi,Banggi,Norlaji Amir Hassan,Norlaji bin Amir Hassan,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Banggi,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P167/N01,Banggi,Banggi,Mohammad Mohamarin,Mohammad bin Mohamarin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Banggi,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P167/N02,Tanjong Kapor,Tanjong Kapor,Teo Chee Kang,Teo Chee Kang,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Kapor,,National Front,Barisan Nasional,LDP,,,,,,,545de8605222837c2c05869e
P167/N02,Tanjong Kapor,Tanjong Kapor,Aliasgar Omolong,Aliasgar bin Omolong,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Kapor,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P167/N02,Tanjong Kapor,Tanjong Kapor,Thomas Tsen,Tsen Chou Yin@ Thomas Tsen Chau Yin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Kapor,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P167/N02,Tanjong Kapor,Tanjong Kapor,Allaidly Poyon,Allaidly binti Poyon,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Kapor,,Sabah People's Unity Party,Parti Perpaduan Rakyat Sabah,PPRS,,,,,,,
P167/N02,Tanjong Kapor,Tanjong Kapor,Chong Chen Bin,Chong Chen Bin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tanjong Kapor,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P167/N03,Pitas,Pitas,Bolkiah Ismail,Bolkiah bin Ismail,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Pitas,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P167/N03,Pitas,Pitas,Pransol Tiying,Pransol Tiying,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Pitas,,Parti Kerjasama Anak Negeri,Parti Kerjasama Anak Negeri,ANAKNEGERI,,,,,,,
P167/N03,Pitas,Pitas,Bakir Mancaing,Bakir bin Mancaing,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Pitas,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P167/N03,Pitas,Pitas,Dausieh Queck @ Paraman,Dausieh binti Queck @ Paraman,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Pitas,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P167/N03,Pitas,Pitas,Ramlah Nasir,Ramlah binti Nasir,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Pitas,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P167/N03,Pitas,Pitas,Maklin Masiau,Maklin bin Masiau,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Pitas,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P168/N04,Matunggong,Matunggong,Julita Mojungki,Julita Mojungki,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Matunggong,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P168/N04,Matunggong,Matunggong,Jornah Mozihim,Jornah binti Mozihim,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Matunggong,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P168/N04,Matunggong,Matunggong,Sazalye Donol Abdullah,Sazalye Donol bin Abdullah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Matunggong,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P168/N04,Matunggong,Matunggong,Rahim Madhakong,Rahim bin Madhakong,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Matunggong,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P168/N04,Matunggong,Matunggong,Marunsai Dawai,Marunsai bin Dawai,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Matunggong,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P168/N05,Tandek,Tandek,Anita Baranting,Lasiah Baranting @ Anita,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tandek,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P168/N05,Tandek,Tandek,Johnson Assan @ Johnson Gaban,Johnson bin Assan @ Johnson Gaban,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tandek,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P168/N05,Tandek,Tandek,Joel Masilung,Joel bin Masilung,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tandek,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P168/N05,Tandek,Tandek,Baintin Adun,Baintin bin Adun,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tandek,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P169/N06,Tempasuk,Tempasuk,Musbah Jamli,Musbah bin Jamli,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tempasuk,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P169/N06,Tempasuk,Tempasuk,Mustaqim Aling,Mustaqim bin Aling,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tempasuk,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P169/N06,Tempasuk,Tempasuk,Mustapha @ Mohd Yunus bin Sakmud,Mustapha @ Mohd Yunus bin Sakmud,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tempasuk,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P169/N06,Tempasuk,Tempasuk,Suwah Bulleh,Suwah bin Buleh @ Bulleh,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tempasuk,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P169/N07,Kadamaian,Kadamaian,Ewon Benedick,Ewon Benedick,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kadamaian,,National Front,Barisan Nasional,UPKO,,,,,,,545de8605222837c2c05869e
P169/N07,Kadamaian,Kadamaian,Satail Manjungkat,Satail bin Manjungkat,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kadamaian,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P169/N07,Kadamaian,Kadamaian,Mail Balinu,Mail bin Balinu,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kadamaian,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P169/N07,Kadamaian,Kadamaian,Lukia Indan,Lukia binti Indan,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kadamaian,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P169/N07,Kadamaian,Kadamaian,Rubbin Guribah,Rubbin bin Guribah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kadamaian,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P169/N08,Usukan,Usukan,Japlin Akim,Japlin bin Akim @ Abd Hamid,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Usukan,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P169/N08,Usukan,Usukan,Amsor Tuah,Amsor bin Tuah,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Usukan,,Independent,Bebas,,,,,,,,545de8685222837c2c0586cc
P169/N08,Usukan,Usukan,Adzmin Awang,Adzmin bin Awang,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Usukan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P169/N08,Usukan,Usukan,Abdul Bahkrin Mohd Yusof,Abd Bahtrin @ Abdul Bahkrin bin Mohd Yusof,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Usukan,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P170/N09,Tamparuli,Tamparuli,Jahid Jahim,Jahid @ Noordin bin Jahim,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tamparuli,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P170/N09,Tamparuli,Tamparuli,Mojilip Bumburing @ Wilfred,Mojilip bin Bumburing @ Wilfred,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tamparuli,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P170/N09,Tamparuli,Tamparuli,Dausil Kundayong,Dausil bin Kundayong,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tamparuli,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P170/N09,Tamparuli,Tamparuli,Jasmin Dulin,Samin @ Jasmin bin Dulin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Tamparuli,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P170/N10,Sulaman,Sulaman,Hajiji Haji Noor,Hajiji bin Haji Noor,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulaman,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P170/N10,Sulaman,Sulaman,Arifin Harith,Arifin bin Harith,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulaman,,Sabah People's Hope Party,Parti Harapan Rakyat Sabah,HR,,,,,,,
P170/N10,Sulaman,Sulaman,Abdullah Sani Daud,Abdullah Sani bin Daud,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Sulaman,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P170/N11,Kiulu,Kiulu,Joniston Lumai @ Bangkuai,Joniston bin Lumai @ Bangkuai,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kiulu,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P170/N11,Kiulu,Kiulu,Gaibin Ransoi,Gaibin bin Ransoi,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kiulu,,Love Sabah Party,Parti Cinta Sabah,PCS,,,,,,,dd1a7e65fb264f2aa9e4ea701a118796
P170/N11,Kiulu,Kiulu,Terence Sinti,Terence Sinti,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kiulu,,Homeland Solidarity Party,Parti Solidariti Tanah Airku,SOLIDARITI,,,,,,,fc5e41d58c544584880373aadaa6f494
P170/N11,Kiulu,Kiulu,Jo-Anna Sue Henley Rampas,Jo-Anna Sue Henley Rampas,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Kiulu,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P171/N12,Karambunai,Karambunai,Jainab Ahmad,Jainab binti Ahmad,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karambunai,,National Front,Barisan Nasional,UMNO,,,,,,,545de8605222837c2c05869e
P171/N12,Karambunai,Karambunai,Aspar Akbar,Aspar bin Oyet@ Akbar,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karambunai,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,545de8665222837c2c0586be
P171/N12,Karambunai,Karambunai,Ahsim Jamat,Ahsim @ Oyok bin Jamat,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karambunai,,Sabah Progressive Party,Parti Maju Sabah,SAPP,,,,,,,
P171/N12,Karambunai,Karambunai,Azhar Matussin,Azhar bin Matussin,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Karambunai,,Sabah Heritage Party,Parti Warisan Sabah,WARISAN,,,,,,,
P171/N13,Inanam,Inanam,Johnny Goh,Goh Chin Lok @ Johnny Goh,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Inanam,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P171/N13,Inanam,Inanam,Terence Tsen Kim Fatt,Terence Tsen Kim Fatt,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Inanam,,Parti Kerjasama Anak Negeri,Parti Kerjasama Anak Negeri,ANAKNEGERI,,,,,,,
P171/N13,Inanam,Inanam,Situl Mintow,Situl bin Mintow,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Inanam,,Independent,Bebas,,,,,,,,545de8685222837c2c0586cc
P171/N13,Inanam,Inanam,Kenny Chua,Kenny Chua Teck Ho,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Inanam,,People's Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,
P171/N13,Inanam,Inanam,Jakariah Janit,Jakariah bin Janit,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Inanam,,Parti Kebangsaan Sabah,Parti Kebangsaan Sabah,PKS,,,,,,,
P171/N13,Inanam,Inanam,John Stephen Dionysius,John Stephen Dionysius,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Inanam,,Sabah Progressive Party,Parti Maju Sabah,SAPP,,,,,,,
P172/N14,Likas,Likas,Chin Shu Ying,Chin Shu Ying,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Likas,,National Front,Barisan Nasional,LDP,,,,,,,545de8605222837c2c05869e
P172/N14,Likas,Likas,Tan Lee Fatt,Tan Lee Fatt,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Likas,,Democratic Action Party,Parti Tindakan Demokratik,DAP,,,,,,,53631a3619ee29270d8a9e90
P172/N14,Likas,Likas,Richard Yong We Kong,Yong We Kong,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Likas,,Sabah Progressive Party,Parti Maju Sabah,SAPP,,,,,,,
P172/N15,Api-Api,Api-Api,Yee Moh Chai,Yee Moh Chai,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Api-Api,,National Front,Barisan Nasional,PBS,,,,,,,545de8605222837c2c05869e
P172/N15,Api-Api,Api-Api,Land Lip Fong,Len Lip Fong @ Land Lip Fong,GE14 Candidate for Sabah State Assembly,,GE14 Candidate State Representative for Api-Api,,Parti Kerjasama Anak Negeri,Parti Kerjasama Anak Negeri,ANAKNEGERI,,,,,,,
